listing_id,price,bathrooms,bedrooms,cancellation_policy,guests_included,property_type,zipcode,star_rating,reviews_count,city,room_type
4041185,85,1,1,moderate,2,Apartment,78703,5,4,Austin,Entire home
4041475,109,2,2,flexible,1,Apartment,78741,5,6,Austin,Entire home
4041641,135,1,1,moderate,2,Apartment,33131,4.5,3,Miami,Entire home
4041723,189,1,1,strict,1,Apartment,90046,4.5,7,Los Angeles,Entire home
4043596,126,1,0,strict,1,Apartment,90024,4.5,28,Los Angeles,Entire home
4044213,95,1,1,strict,2,Apartment,78751,5,41,Austin,Entire home
4044277,141,1,1,strict,1,Apartment,90026,5,57,Los Angeles,Entire home
4044455,136,1,1,strict,2,Apartment,90028,5,8,Los Angeles,Entire home
4044840,259,1,1,moderate,1,Apartment,02116,4.5,5,Boston,Entire home
4045280,45,1.5,1,strict,1,Apartment,78741,4.5,5,Austin,Private room
4045302,58,1,1,strict,1,Apartment,78739,5,24,Austin,Entire home
4045466,85,1,1,moderate,2,Apartment,78741,5,47,Austin,Private room
4045613,225,1,1,moderate,1,House,90291,5,33,Los Angeles,Entire home
4046040,148,1,1,moderate,3,Apartment,90020,5,6,Los Angeles,Entire home
4047181,60,1,1,strict,1,Apartment,90048,4.5,14,Los Angeles,Private room
4047192,229,1,2,strict,1,House,78705,5,9,Austin,Entire home
4047239,65,1,0,flexible,1,Apartment,90068,4,5,Los Angeles,Entire home
4047284,59,1,0,strict,1,Apartment,90028,3.5,13,Los Angeles,Entire home
4047344,179,1,1,strict,2,Apartment,78701,5,26,Austin,Entire home
4047528,395,2,4,strict,6,Apartment,78701,5,51,Austin,Entire home
4047604,175,2,2,moderate,4,Apartment,78741,5,9,Austin,Entire home
4047645,53,1,1,strict,0,House,90291,4.5,91,Los Angeles,Entire home
4047652,150,1.5,2,strict,2,Apartment,78741,5,4,Austin,Entire home
4047741,99,1,0,flexible,1,Apartment,90028,4,47,Los Angeles,Entire home
4047820,45,1,1,strict,1,Apartment,33132,4,5,Miami,Shared room
4048050,150,1,1,moderate,3,House,90039,5,56,Los Angeles,Entire home
4048205,185,2,2,strict,4,Apartment,90048,5,34,Los Angeles,Entire home
4050943,395,3.5,4,strict,1,House,78731,5,24,Austin,Entire home
4050950,115,1,2,strict,2,House,78702,4.5,29,Austin,Entire home
4051142,200,1,1,strict,1,Apartment,78703,4,16,Austin,Entire home
4051426,100,1,1,flexible,2,Apartment,90291,4.5,19,Los Angeles,Private room
4051653,175,1,2,strict,5,House,90025,4.5,4,Los Angeles,Entire home
4051821,125,1,1,moderate,1,Apartment,02118,5,8,Boston,Private room
4051827,160,1,0,strict,1,House,78704,5,10,Austin,Entire home
4052037,250,1,1,moderate,2,House,78722,5,5,Austin,Entire home
4052819,130,1,0,flexible,1,House,90066,5,4,Los Angeles,Entire home
4052842,79,1,1,flexible,1,Apartment,90049,4.5,7,Los Angeles,Private room
4052948,115,1,1,moderate,1,Apartment,90029,5,22,Los Angeles,Entire home
4053005,60,1.5,1,flexible,1,Apartment,90291,4,9,Los Angeles,Private room
4053029,120,1,2,moderate,1,House,78704,4,6,Austin,Entire home
4053153,115,1,1,moderate,2,Apartment,90048,4.5,17,Los Angeles,Entire home
4053222,650,2.5,3,strict,8,House,78702,5,9,Austin,Entire home
4053388,150,1,1,strict,1,Apartment,02114,4.5,24,Boston,Entire home
4053612,424,1,2,moderate,4,Loft,02111,5,22,Boston,Entire home
4053726,80,1,1,strict,4,Apartment,33137,4,28,Miami,Entire home
4053925,80,1,1,strict,4,Apartment,33137,4,20,Miami,Entire home
4054019,89,1,1,flexible,1,Apartment,78737,4.5,5,Austin,Entire home
4054044,125,1.5,1,strict,2,House,78751,5,20,Austin,Entire home
4054079,102,1,0,strict,2,Townhouse,02130,4.5,33,Boston,Entire home
4054153,360,2.5,3,strict,5,House,78703,5,3,Austin,Entire home
4054156,159,1,3,strict,3,House,90039,5,12,Los Angeles,Entire home
4055334,51,1,1,moderate,1,Apartment,90028,4.5,42,Los Angeles,Private room
4055529,87,1,1,strict,1,Apartment,90028,4.5,4,Los Angeles,Entire home
4056564,140,1,1,strict,1,Apartment,78704,4.5,72,Austin,Entire home
4056932,350,2,2,strict,4,Apartment,78704,5,15,Austin,Entire home
4057840,119,1,1,moderate,1,Apartment,02129,5,13,Boston,Private room
4057860,128,1,2,strict,2,House,90039,4.5,8,Los Angeles,Entire home
4057965,70,1,1,strict,1,Apartment,90045,5,6,Los Angeles,Entire home
4059053,185,1,0,strict,4,Apartment,90291,4.5,11,Los Angeles,Entire home
4059183,450,2,2,strict,1,Apartment,78703,4,3,Austin,Entire home
4059610,190,2.5,2,moderate,4,House,78745,5,10,Austin,Entire home
4059781,60,1,1,moderate,1,Apartment,78726,5,8,Austin,Private room
4059800,49,1,1,flexible,1,House,90039,5,3,Los Angeles,Private room
4059865,159,3,4,moderate,3,House,78731,4,5,Austin,Entire home
4059899,90,1,0,moderate,1,House,90039,5,34,Los Angeles,Entire home
4060234,165,2,2,moderate,1,Apartment,90034,4,13,Los Angeles,Entire home
4060503,89,1,1,moderate,2,House,90065,5,53,Los Angeles,Private room
4060786,355,3.5,3,moderate,3,Loft,90048,5,4,Los Angeles,Entire home
4060898,80,1,1,moderate,2,Apartment,90291,5,9,Los Angeles,Private room
4060972,225,1.5,1,moderate,2,Apartment,90069,4.5,3,Los Angeles,Entire home
4061003,75,1,1,flexible,1,Loft,90021,4.5,14,Los Angeles,Private room
4061010,75,1,1,strict,1,Apartment,90291,4.5,45,Los Angeles,Entire home
4061059,99,1,0,strict,2,Apartment,02163,5,9,Boston,Entire home
4061339,100,1,1,strict,2,Apartment,33132,4.5,19,Miami,Private room
4061359,250,1,2,moderate,1,Loft,90291,5,7,Los Angeles,Entire home
4061393,1475,4.5,5,strict,9,House,90291,4.5,4,Los Angeles,Entire home
4063736,190,1,1,moderate,1,Apartment,02114,4.5,22,Boston,Entire home
4064803,345,2,2,strict,1,Apartment,78703,4.5,4,Austin,Entire home
4065022,79,1,1,strict,1,Apartment,78746,5,7,Austin,Private room
4065322,60,1,1,flexible,1,Apartment,02130,4.5,13,Boston,Private room
4065550,140,1,1,moderate,1,Apartment,02215,5,4,Boston,Entire home
4065578,200,1,1,strict,1,Apartment,02116,5,44,Boston,Entire home
4066099,50,1,1,flexible,1,House,90042,5,4,Los Angeles,Private room
4066274,115,1,1,flexible,2,House,78705,5,21,Austin,Private room
4066631,155,1,1,moderate,2,House,78751,5,3,Austin,Entire home
4067007,85,1,1,strict,6,Apartment,90029,4,12,Los Angeles,Entire home
4067158,189,1,2,strict,1,Apartment,78704,5,5,Austin,Entire home
4067237,169,1,1,flexible,1,Apartment,78701,5,11,Austin,Entire home
4067361,113,1,0,moderate,1,House,91423,5,34,Los Angeles,Entire home
4067659,65,1,1,moderate,1,House,78751,5,129,Austin,Private room
4067663,299,2,2,strict,1,Apartment,02210,5,11,Boston,Entire home
4067714,70,1,1,flexible,4,Apartment,90037,4,3,Los Angeles,Entire home
4067897,160,1,3,moderate,1,House,78703,4.5,22,Austin,Entire home
4067958,116,1,1,moderate,1,House,90026,4.5,25,Los Angeles,Entire home
4068058,109,1,1,strict,1,Apartment,90036,4.5,3,Los Angeles,Entire home
4068094,85,1,1,flexible,2,Apartment,78703,4.5,11,Austin,Entire home
4068659,99,1,1,moderate,1,Apartment,90291,4.5,23,Los Angeles,Entire home
4068780,130,2,1,strict,1,Apartment,02210,4.5,8,Boston,Private room
4068782,140,2,1,strict,1,Apartment,02210,5,15,Boston,Private room
4068876,110,1,1,moderate,2,Loft,90014,5,17,Los Angeles,Entire home
4068884,43,1,1,moderate,2,Apartment,78704,5,74,Austin,Private room
4068953,349,1.5,1,strict,1,House,90068,3.5,3,Los Angeles,Entire home
4069099,175,1,4,flexible,2,Boat,33132,4.5,20,Miami,Entire home
4069164,145,1,0,flexible,1,Apartment,90048,4.5,20,Los Angeles,Entire home
4069297,130,1,1,strict,1,Apartment,90029,5,8,Los Angeles,Entire home
4069422,500,2,2,flexible,1,Apartment,02215,5,12,Boston,Entire home
4069790,250,1,0,flexible,1,Apartment,02116,4,7,Boston,Entire home
4069802,99,1,0,strict,2,Apartment,02115,3,3,Boston,Entire home
4070444,249,1.5,2,strict,5,House,90026,5,63,Los Angeles,Entire home
4070486,149,1,1,moderate,2,Apartment,02115,5,22,Boston,Private room
4070918,33,1,1,moderate,1,Apartment,90028,5,53,Los Angeles,Shared room
4073110,145,1,1,moderate,1,Apartment,33131,5,4,Miami,Private room
4074273,40,1,1,moderate,0,Apartment,90034,5,18,Los Angeles,Shared room
4074697,250,2,3,moderate,2,House,90065,5,50,Los Angeles,Entire home
4074795,169,2,2,strict,4,Apartment,90035,4,5,Los Angeles,Entire home
4074984,135,1,1,flexible,1,Apartment,90036,5,8,Los Angeles,Entire home
4074995,185,1,1,flexible,1,Apartment,02114,4.5,4,Boston,Private room
4075084,88,1,1,strict,2,Apartment,90026,4.5,58,Los Angeles,Entire home
4075184,150,1,1,flexible,1,House,78702,5,3,Austin,Private room
4075855,175,1,2,strict,4,Apartment,90036,4.5,23,Los Angeles,Entire home
4075872,80,1,1,moderate,1,House,91607,4,5,Los Angeles,Private room
4075898,225,1,1,strict,1,Apartment,02108,5,32,Boston,Entire home
4075970,179,1,1,strict,2,Apartment,33131,4.5,6,Miami,Entire home
4076557,135,1,3,strict,3,House,78745,5,34,Austin,Entire home
4076624,220,1,1,strict,1,House,78702,5,14,Austin,Entire home
4076676,39,1,1,strict,1,House,90026,4.5,58,Los Angeles,Private room
4076765,77,1,1,flexible,2,Bed & Breakfast,91601,3.5,4,Los Angeles,Private room
4076836,77,1,1,flexible,2,Bed & Breakfast,91601,4,31,Los Angeles,Private room
4076998,117,1,1,moderate,1,House,90038,4.5,8,Los Angeles,Entire home
4077003,160,1,1,flexible,1,Apartment,02113,5,4,Boston,Private room
4077075,65,1.5,1,moderate,1,House,90066,4.5,7,Los Angeles,Private room
4077121,85,1,1,flexible,1,Apartment,90066,4.5,4,Los Angeles,Private room
4077459,150,1,2,moderate,1,House,78741,5,5,Austin,Entire home
4077523,65,1,1,strict,1,House,78722,5,30,Austin,Private room
4077620,120,2,2,strict,0,Apartment,90027,5,9,Los Angeles,Entire home
4077772,124,1,0,strict,1,Apartment,33132,4.5,22,Miami,Entire home
4077934,125,1,2,strict,2,House,90019,4.5,7,Los Angeles,Entire home
4078088,70,1,1,moderate,2,Apartment,90038,4.5,45,Los Angeles,Private room
4078359,115,1,1,flexible,1,Apartment,90046,4.5,7,Los Angeles,Entire home
4079246,195,1,1,strict,1,Apartment,91423,4.5,13,Los Angeles,Entire home
4080000,72,2,1,strict,1,House,02128,4.5,61,Boston,Private room
4080769,399,3,4,strict,6,House,90066,4.5,3,Los Angeles,Entire home
4080849,160,1,1,strict,2,Apartment,02115,5,3,Boston,Entire home
4081419,55,1,1,flexible,1,House,78748,5,10,Austin,Private room
4081585,200,1,1,flexible,1,Apartment,02199,5,8,Boston,Private room
4081588,189,1,1,strict,2,Apartment,33131,5,3,Miami,Entire home
4081863,500,3,3,strict,4,House,78704,5,15,Austin,Entire home
4082014,94,1,1,strict,1,Apartment,78704,5,8,Austin,Entire home
4082265,295,1.5,3,strict,6,House,78745,5,4,Austin,Entire home
4082561,225,2,3,strict,5,House,90038,5,27,Los Angeles,Entire home
4082608,115,1,2,strict,1,House,78722,4.5,8,Austin,Entire home
4082975,375,2,3,moderate,0,House,90064,5,30,Los Angeles,Entire home
4082995,199,1,2,strict,4,Apartment,90036,4.5,3,Los Angeles,Entire home
4083558,85,1,1,flexible,1,Apartment,90012,5,8,Los Angeles,Entire home
4083696,160,1,2,moderate,1,Apartment,90069,5,5,Los Angeles,Entire home
4084093,150,2,2,flexible,1,Apartment,90046,5,4,Los Angeles,Entire home
4084237,69,2,1,moderate,2,Apartment,78704,5,10,Austin,Private room
4084423,48,1,1,strict,1,Apartment,90024,5,28,Los Angeles,Shared room
4084746,800,3,5,moderate,0,House,78704,4.5,6,Austin,Entire home
4084893,165,1,1,strict,1,House,90039,5,68,Los Angeles,Entire home
4084903,65,1,1,flexible,1,House,90016,4,5,Los Angeles,Private room
4084955,105,1,1,flexible,2,Apartment,90019,5,21,Los Angeles,Entire home
4085040,50,1,1,flexible,1,House,91367,5,13,Los Angeles,Private room
4085127,100,1,0,flexible,1,Apartment,90291,5,10,Los Angeles,Entire home
4085163,979,2.5,5,strict,1,House,78703,5,18,Austin,Entire home
4085192,90,1,0,flexible,1,Apartment,90028,5,3,Los Angeles,Entire home
4085222,70,1,0,strict,1,Apartment,78705,5,63,Austin,Entire home
4085362,75,2,1,moderate,1,House,02131,5,13,Boston,Private room
4085514,60,1,1,flexible,1,House,78705,4.5,23,Austin,Private room
4085743,375,1,3,strict,6,House,78722,5,6,Austin,Entire home
4085786,144,1,2,flexible,3,House,90026,5,9,Los Angeles,Entire home
4085887,200,2,3,flexible,1,House,90019,5,5,Los Angeles,Entire home
4086070,65,1,1,strict,1,House,91356,5,13,Los Angeles,Private room
4088930,100,1.5,1,moderate,2,House,78702,5,22,Austin,Private room
4089677,125,1,1,strict,2,House,78745,5,4,Austin,Private room
4089940,220,1,1,strict,1,Apartment,02109,4.5,24,Boston,Entire home
4089962,68,1,1,flexible,1,House,90016,5,42,Los Angeles,Private room
4090224,225,1.5,3,strict,6,House,02127,5,125,Boston,Entire home
4090694,295,2,2,strict,3,Condominium,90024,4.5,4,Los Angeles,Entire home
4090736,149,2,2,moderate,1,Apartment,78703,5,8,Austin,Entire home
4091253,129,1,2,strict,1,House,90027,4,14,Los Angeles,Entire home
4091409,160,1,2,strict,2,House,78704,5,33,Austin,Entire home
4091724,149,1.5,2,moderate,1,House,90038,3.5,52,Los Angeles,Entire home
4091855,69,1,1,flexible,2,Apartment,78704,5,32,Austin,Private room
4092068,349,1,1,moderate,1,Apartment,02116,5,11,Boston,Entire home
4092112,275,1,2,moderate,4,House,78736,4.5,3,Austin,Entire home
4092417,53,1,1,moderate,1,Apartment,78741,4.5,56,Austin,Private room
4092585,99,1,1,strict,1,Apartment,90007,4.5,34,Los Angeles,Private room
4092834,175,1,1,moderate,2,Apartment,78703,5,15,Austin,Entire home
4092917,105,1,1,moderate,1,Apartment,90046,5,4,Los Angeles,Entire home
4093113,129,1,1,flexible,1,Apartment,78741,4.5,26,Austin,Entire home
4093135,149,1,0,strict,2,Apartment,90015,4.5,98,Los Angeles,Entire home
4093289,395,3,2,strict,4,Apartment,90291,5,5,Los Angeles,Entire home
4093668,75,1,1,moderate,1,House,90068,5,3,Los Angeles,Private room
4093745,120,1,2,moderate,3,House,91601,5,35,Los Angeles,Entire home
4093759,82,1,1,moderate,1,House,90004,5,69,Los Angeles,Private room
4093888,56,1,1,strict,1,Apartment,90027,4.5,116,Los Angeles,Private room
4094189,39,1,1,strict,1,Apartment,90027,4.5,118,Los Angeles,Private room
4094503,86,1,1,strict,2,Apartment,91423,5,4,Los Angeles,Entire home
4094518,39,1,1,strict,1,Apartment,91423,5,9,Los Angeles,Private room
4094957,49,1,1,strict,1,Apartment,90027,4,4,Los Angeles,Entire home
4095705,230,2,3,strict,6,House,78758,4.5,14,Austin,Entire home
4096710,105,1,1,moderate,2,Apartment,02114,4,16,Boston,Entire home
4097542,70,1,1,flexible,1,Apartment,02134,4.5,11,Boston,Private room
4097577,75,2,1,moderate,1,House,33138,4.5,4,Miami,Private room
4098013,149,1,1,flexible,1,Apartment,33137,4,5,Miami,Private room
4098404,44,1,1,flexible,1,Apartment,78704,5,8,Austin,Shared room
4098410,98,1,1,flexible,2,Apartment,02130,4,15,Boston,Private room
4098416,500,3.5,4,strict,1,House,90068,4,4,Los Angeles,Entire home
4098447,150,2,2,strict,1,Apartment,78746,5,3,Austin,Entire home
4099004,104,1,1,flexible,1,Apartment,91601,5,4,Los Angeles,Entire home
4099072,1200,4,4,strict,1,House,78734,4,6,Austin,Entire home
4099081,74,1,1,moderate,1,Apartment,02115,4.5,4,Boston,Private room
4099321,60,2,2,moderate,1,House,33162,2.5,3,Miami,Entire home
4099322,150,1,1,strict,1,House,78703,4.5,7,Austin,Entire home
4099594,109,1,2,flexible,1,House,91364,4.5,34,Los Angeles,Entire home
4099619,150,1,3,strict,8,House,90033,4.5,44,Los Angeles,Entire home
4099700,130,1,0,moderate,1,Apartment,90039,5,4,Los Angeles,Entire home
4099869,125,1,1,moderate,2,House,78745,5,3,Austin,Private room
4099938,179,2,2,strict,4,Apartment,90293,4.5,61,Los Angeles,Entire home
4099981,75,1,0,strict,1,Apartment,78756,5,5,Austin,Entire home
4099994,85,1,1,moderate,1,Apartment,90025,5,9,Los Angeles,Private room
4100101,599,2.5,3,strict,6,House,33145,4.5,7,Miami,Entire home
4100120,68,1,1,flexible,1,Apartment,90028,4,4,Los Angeles,Private room
4100207,85,1,1,strict,3,Apartment,33131,4.5,9,Miami,Entire home
4100227,99,1,1,moderate,2,Apartment,78752,5,59,Austin,Entire home
4100985,70,1,1,moderate,1,Apartment,90034,5,62,Los Angeles,Private room
4102529,60,1,1,moderate,1,Apartment,02119,4,11,Boston,Private room
4102866,375,2.5,3,moderate,1,House,78704,5,6,Austin,Entire home
4103104,216,1,1,strict,2,Loft,78701,5,10,Austin,Entire home
4103120,70,1,1,flexible,1,House,33179,4.5,3,Miami,Private room
4103238,150,1,1,strict,1,Apartment,78704,5,3,Austin,Entire home
4103747,45,1,1,strict,2,Apartment,33138,4.5,8,Miami,Entire home
4104226,75,1,1,strict,1,House,78746,4.5,4,Austin,Private room
4104284,75,1,1,strict,2,House,78746,4.5,3,Austin,Private room
4104455,100,1,1,moderate,2,Apartment,90026,4.5,35,Los Angeles,Entire home
4104624,125,1.5,2,strict,2,Apartment,78702,4,5,Austin,Entire home
4104661,200,1,2,moderate,4,House,78702,5,17,Austin,Entire home
4104747,170,2,3,moderate,6,House,78749,4.5,4,Austin,Entire home
4104814,50,1,1,moderate,1,House,78754,4.5,3,Austin,Private room
4104867,65,1,1,flexible,1,House,78746,5,5,Austin,Private room
4104978,95,1.5,1,strict,1,Apartment,90049,4.5,5,Los Angeles,Private room
4105042,210,1,2,moderate,1,Apartment,78704,5,10,Austin,Entire home
4105172,115,1,0,strict,2,Apartment,90291,4,18,Los Angeles,Entire home
4105216,77,1,1,strict,1,Bed & Breakfast,91605,5,67,Los Angeles,Private room
4105496,40,1,1,flexible,1,Dorm,33183,5,8,Miami,Private room
4105704,120,1,1,moderate,1,House,02130,5,81,Boston,Entire home
4105785,110,1,1,moderate,1,House,90036,5,5,Los Angeles,Entire home
4106109,149,1,1,strict,1,Apartment,33131,3,4,Miami,Entire home
4106372,300,1,2,strict,3,Apartment,02134,4.5,36,Boston,Entire home
4106414,65,1,1,flexible,1,Apartment,90025,4.5,8,Los Angeles,Private room
4107197,200,2,1,strict,1,Apartment,90028,4.5,8,Los Angeles,Entire home
4107959,99,1,1,flexible,2,Apartment,02128,5,37,Boston,Private room
4108568,250,1,1,flexible,1,Apartment,02116,5,3,Boston,Entire home
4109400,199,2,2,strict,8,Apartment,33137,4.5,4,Miami,Entire home
4110725,40,1,1,moderate,1,Apartment,78759,5,4,Austin,Private room
4111528,195,1,1,strict,1,Apartment,78701,4.5,105,Austin,Entire home
4112383,85,1,0,flexible,1,Apartment,90005,4.5,14,Los Angeles,Entire home
4112403,189,2,3,strict,1,House,78729,5,16,Austin,Entire home
4112413,80,1,1,strict,1,Apartment,33130,5,46,Miami,Private room
4112738,195,1,2,strict,1,House,78751,5,9,Austin,Entire home
4112787,159,1,1,strict,2,Loft,02129,4.5,6,Boston,Entire home
4112963,225,2,2,strict,1,Apartment,78701,5,19,Austin,Entire home
4113255,300,2,6,strict,16,House,90033,4,18,Los Angeles,Entire home
4115403,225,2.5,2,flexible,1,Apartment,91604,5,8,Los Angeles,Entire home
4116088,80,1,1,flexible,1,House,78751,5,11,Austin,Private room
4116697,125,1,1,flexible,1,Condominium,90291,5,26,Los Angeles,Private room
4116862,90,1,1,flexible,1,House,90041,5,53,Los Angeles,Entire home
4117003,750,2.5,3,strict,1,House,78704,5,4,Austin,Entire home
4117052,79,1,1,moderate,1,Apartment,90066,5,14,Los Angeles,Private room
4117746,175,2,2,strict,1,Apartment,78741,5,8,Austin,Entire home
4118114,75,1,1,strict,2,Apartment,78751,5,10,Austin,Entire home
4118162,225,1,1,strict,1,Apartment,02108,4.5,17,Boston,Entire home
4118216,98,1,1,strict,2,Apartment,90038,4.5,21,Los Angeles,Entire home
4118279,99,1,0,strict,1,Apartment,33133,5,33,Miami,Entire home
4118445,139,1,1,moderate,2,Apartment,90028,4,45,Los Angeles,Entire home
4118838,99,1,1,flexible,1,Apartment,90049,4.5,10,Los Angeles,Entire home
4119345,300,2.5,3,strict,2,House,02130,5,3,Boston,Entire home
4119575,110,1,1,moderate,1,Apartment,90046,5,6,Los Angeles,Entire home
4120781,110,1,1,flexible,1,Apartment,78741,4.5,7,Austin,Entire home
4120817,65,1,1,flexible,1,Apartment,91411,5,79,Los Angeles,Private room
4120908,95,1,1,flexible,2,Apartment,90029,5,8,Los Angeles,Entire home
4120956,55,1,1,moderate,2,House,78704,4.5,4,Austin,Private room
4121097,99,1,1,strict,1,Apartment,90066,5,10,Los Angeles,Entire home
4121396,195,1,2,moderate,4,Apartment,90291,4.5,19,Los Angeles,Entire home
4121418,150,1,0,strict,2,Apartment,90025,5,3,Los Angeles,Entire home
4121421,199,2.5,4,strict,8,House,78702,5,72,Austin,Entire home
4121482,150,2.5,3,moderate,2,House,78723,5,24,Austin,Entire home
4121538,149,2,2,flexible,1,Apartment,90049,4.5,3,Los Angeles,Entire home
4121676,350,2,3,moderate,4,House,78704,5,17,Austin,Entire home
4121762,115,1,2,strict,1,House,78704,5,56,Austin,Entire home
4121772,259,2,2,strict,2,Loft,33132,4.5,28,Miami,Entire home
4122256,250,1,1,strict,2,Apartment,78704,5,11,Austin,Private room
4122350,55,1,1,moderate,2,Apartment,90012,4.5,71,Los Angeles,Private room
4122449,135,1,1,flexible,1,Other,90049,4.5,10,Los Angeles,Entire home
4124982,75,2,1,moderate,1,House,90019,5,22,Los Angeles,Private room
4125832,49,1,1,flexible,1,Apartment,90291,4.5,12,Los Angeles,Shared room
4125995,95,1,1,strict,2,Apartment,78704,5,8,Austin,Entire home
4126364,80,1,1,moderate,1,Apartment,90041,4.5,3,Los Angeles,Private room
4126874,299,2,3,strict,1,House,78703,4,14,Austin,Entire home
4126903,125,1,1,strict,1,Apartment,90039,5,3,Los Angeles,Entire home
4126999,95,1,1,flexible,3,Apartment,90066,4.5,19,Los Angeles,Entire home
4127253,95,1,1,strict,2,Apartment,78741,4.5,35,Austin,Entire home
4127265,115,1,0,strict,1,Flat,90027,4.5,16,Los Angeles,Entire home
4127347,48,1,1,moderate,1,House,91364,4.5,19,Los Angeles,Private room
4127410,28,1.5,1,strict,1,House,78745,5,10,Austin,Private room
4127436,159,1,1,flexible,1,Apartment,90066,4.5,21,Los Angeles,Entire home
4127816,89,2,2,strict,4,Apartment,78704,4.5,92,Austin,Entire home
4127849,119,1,1,moderate,1,House,90291,4.5,16,Los Angeles,Entire home
4127935,60,1,1,flexible,1,Apartment,90046,5,5,Los Angeles,Private room
4128021,70,1,0,moderate,1,Apartment,90028,5,3,Los Angeles,Entire home
4128076,220,1,1,strict,1,Apartment,33132,3.5,3,Miami,Entire home
4128197,65,1,1,strict,1,Apartment,91403,5,5,Los Angeles,Private room
4128568,137,1,1,strict,2,House,90291,5,8,Los Angeles,Entire home
4128853,55,1,1,moderate,1,Apartment,33131,4,10,Miami,Shared room
4129107,120,1,1,flexible,2,House,90064,5,3,Los Angeles,Private room
4129166,115,1,1,strict,1,House,90068,5,118,Los Angeles,Entire home
4129248,90,1,1,flexible,1,Apartment,90027,4.5,4,Los Angeles,Entire home
4129340,300,2.5,3,strict,5,House,78703,4.5,5,Austin,Entire home
4129417,210,1,1,moderate,2,Loft,90017,4.5,8,Los Angeles,Entire home
4129565,175,2,2,moderate,1,House,78704,5,9,Austin,Entire home
4129593,205,1,1,flexible,2,Apartment,90010,4.5,20,Los Angeles,Entire home
4130141,131,1,2,moderate,1,House,78721,5,8,Austin,Entire home
4130342,150,1,1,flexible,2,Apartment,78704,5,24,Austin,Entire home
4131751,139,1,1,strict,2,Apartment,90036,5,24,Los Angeles,Entire home
4132828,99,1,0,strict,1,Apartment,33133,4.5,15,Miami,Entire home
4132983,350,2,2,moderate,1,Apartment,02116,5,14,Boston,Entire home
4133333,100,1,1,strict,1,Camper/RV,78741,4.5,63,Austin,Entire home
4134085,259,1,2,strict,1,House,78704,5,12,Austin,Entire home
4134269,250,2,1,strict,1,Apartment,33140,5,3,Miami,Entire home
4134351,120,2,3,moderate,5,House,78745,5,3,Austin,Entire home
4134377,250,1,2,moderate,4,House,90041,5,4,Los Angeles,Entire home
4134923,150,1.5,3,strict,2,House,78702,5,10,Austin,Entire home
4135920,210,1,2,moderate,4,Other,90019,5,15,Los Angeles,Entire home
4135953,650,4.5,4,moderate,1,House,78703,5,5,Austin,Entire home
4136010,175,1,1,flexible,1,Apartment,78756,3.5,3,Austin,Entire home
4136037,250,1.5,2,strict,1,Apartment,90036,5,15,Los Angeles,Entire home
4136207,125,1,1,moderate,3,House,90026,5,39,Los Angeles,Private room
4136476,285,2,2,strict,1,House,90066,5,7,Los Angeles,Entire home
4136641,210,1,2,strict,1,House,78705,4.5,5,Austin,Entire home
4136664,450,1,2,strict,1,House,90291,5,13,Los Angeles,Entire home
4136735,235,1,1,strict,1,House,90291,5,46,Los Angeles,Entire home
4136789,80,1,1,moderate,1,Apartment,90027,4.5,20,Los Angeles,Entire home
4136989,155,2,3,strict,8,Apartment,90019,4.5,65,Los Angeles,Entire home
4137074,170,1,0,strict_14_with_grace_period,2,Loft,NULL,5,15,Los Angeles,Entire home
4137116,89,1,1,strict,2,Apartment,90064,5,7,Los Angeles,Entire home
4137165,35,1,1,flexible,2,House,78754,5,6,Austin,Private room
4137203,99,1,1,flexible,1,Apartment,78704,5,3,Austin,Entire home
4137323,7500,2,2,strict,1,Apartment,90028,4.5,18,Los Angeles,Entire home
4137444,99,1,1,flexible,1,Apartment,90028,5,22,Los Angeles,Private room
4137537,999,5,4,strict,8,House,90046,4.5,4,Los Angeles,Entire home
4137609,110,1,0,moderate,1,House,90026,5,71,Los Angeles,Entire home
4137659,350,3.5,4,moderate,1,House,78737,5,5,Austin,Entire home
4137791,145,1,0,strict,2,Apartment,78703,5,6,Austin,Entire home
4137868,99,1,1,strict,1,Apartment,33125,4.5,37,Miami,Private room
4137881,125,1,1,moderate,2,House,78745,5,5,Austin,Private room
4138090,199,2,2,moderate,0,Apartment,78704,5,4,Austin,Entire home
4138131,70,1,1,flexible,1,Bungalow,NULL,5,4,Los Angeles,Entire home
4138329,110,1,0,moderate,1,Apartment,90005,5,7,Los Angeles,Entire home
4138363,150,2,2,moderate,2,Boat,78734,3.5,10,Austin,Entire home
4138831,229,2,2,strict,4,Apartment,90036,5,103,Los Angeles,Entire home
4139652,120,1,0,strict,2,Apartment,90005,4.5,88,Los Angeles,Entire home
4140548,185,1,0,moderate,1,Apartment,02115,5,15,Boston,Entire home
4141044,120,1,1,moderate,1,Apartment,02130,4,3,Boston,Private room
4141051,120,1,1,moderate,1,Apartment,02130,4.5,3,Boston,Private room
4141054,120,1,1,moderate,6,Apartment,02130,4,5,Boston,Private room
4141056,447,1,3,moderate,6,Apartment,02130,4,5,Boston,Entire home
4141379,165,1,1,strict,1,Apartment,78703,5,4,Austin,Entire home
4141453,150,2,2,strict,1,Apartment,33145,5,9,Miami,Entire home
4142257,95,1,1,strict,1,Apartment,78741,5,4,Austin,Private room
4143096,90,2,2,moderate,3,House,33145,5,5,Miami,Entire home
