listing_id,price,bathrooms,bedrooms,cancellation_policy,guests_included,property_type,zipcode,star_rating,reviews_count,city,room_type
147,238,1,2,strict,4,House,90291,5,79,Los Angeles,Entire home
1078,89,1,1,flexible,2,Apartment,78705,5,117,Austin,Entire home
2055,89,1,1,moderate,1,House,33145,5,91,Miami,Private room
2265,175,2,2,strict,2,House,78702,4.5,15,Austin,Entire home
3021,120,1,1,strict,2,House,90046,4.5,4,Los Angeles,Entire home
3319,119,1,1,strict,1,Apartment,90048,5,298,Los Angeles,Entire home
3781,84,1,1,super_strict_30,2,Apartment,02128,5,6,Boston,Entire home
5245,100,1,1,strict,2,House,78702,5,6,Austin,Private room
5426,60,1,1,strict,2,House,91364,4.5,81,Los Angeles,Entire home
5427,85,1,1,strict,2,Apartment,91364,4,43,Los Angeles,Entire home
5453,150,1,1,flexible,1,Apartment,02130,5,53,Boston,Private room
5456,95,1,1,strict,2,Apartment,78702,5,328,Austin,Entire home
5506,145,1,1,strict,2,House,02119,4.5,34,Boston,Private room
5728,55,1,1,moderate,1,Cabin,90066,4.5,66,Los Angeles,Private room
5729,125,1,1,flexible,2,House,90066,5,26,Los Angeles,Private room
5769,36,1,1,moderate,2,House,78729,5,184,Austin,Private room
5843,303,1,2,moderate,2,House,90066,4.5,24,Los Angeles,Entire home
6251,130,1.5,1,strict,1,Loft,78702,5,113,Austin,Entire home
6413,115,1,,strict,2,Apartment,78704,5,28,Austin,Entire home
6448,109,1,1,strict,2,Apartment,78704,5,91,Austin,Entire home
6656,75,1,0,strict,1,Villa,90027,5,81,Los Angeles,Entire home
6695,195,1,1,strict,2,Apartment,02119,5,45,Boston,Entire home
6789,160,1,2,strict,3,Apartment,90291,4.5,43,Los Angeles,Entire home
6931,59,1.5,1,strict,1,Apartment,90046,4.5,9,Los Angeles,Private room
6976,75,1,1,moderate,1,Apartment,02131,5,34,Boston,Private room
6986,99,1,0,strict,1,Villa,90027,5,67,Los Angeles,Entire home
7143,70,1,1,strict,2,Apartment,90034-2203,4.5,91,Los Angeles,Entire home
7474,115,1,1,strict,1,House,33138,5,20,Miami,Private room
7679,65,1,1,flexible,2,House,78753,5,78,Austin,Private room
7992,89,1,1,moderate,2,Bungalow,90039,5,17,Los Angeles,Entire home
8223,85,1,0,moderate,1,Apartment,91604,4.5,6,Los Angeles,Entire home
8235,125,1,1,moderate,1,Loft,90021,4.5,101,Los Angeles,Entire home
8502,40,1,,strict,2,Apartment,78741,4.5,33,Austin,Entire home
8789,100,1,1,strict,1,Apartment,02108,4.5,12,Boston,Entire home
8792,126,1,1,moderate,0,Apartment,02108,4.5,18,Boston,Entire home
8865,100,1,1,flexible,1,Apartment,02120,3.5,12,Boston,Private room
9273,225,2,2,super_strict_30,4,Apartment,02128,5,11,Boston,Entire home
9376,85,1,1,moderate,1,Apartment,90291,4.5,19,Los Angeles,Private room
9416,55,1.5,1,strict,1,House,90066,4.5,8,Los Angeles,Private room
9744,149,1,,super_strict,1,Apartment,02116,5,3,Boston,Entire home
9765,229,1,,super_strict_30,1,Apartment,02118,4.5,9,Boston,Entire home
9824,209,1,,super_strict_30,1,Apartment,02115,4,21,Boston,Entire home
9827,289,1,1,super_strict_30,2,Apartment,02111,4.5,8,Boston,Entire home
9857,342,1,2,super_strict_30,6,Apartment,02116,4.5,18,Boston,Entire home
9860,251,1,1,super_strict_30,1,Apartment,02116,4,21,Boston,Entire home
9870,279,1,1,super_strict_30,1,Apartment,02116,4,6,Boston,Entire home
10506,40,1.5,1,strict,1,House,78745,5,8,Austin,Private room
10730,150,1,1,strict,0,Apartment,02108,5,21,Boston,Entire home
10760,74,2,1,flexible,1,Apartment,90019,5,43,Los Angeles,Private room
10809,100,0,1,flexible,1,Apartment,02134,3.5,9,Boston,Private room
11285,99,2,1,strict,1,House,90046,5,113,Los Angeles,Private room
11374,80,1,1,flexible,2,Other,90247,4.5,7,Los Angeles,Private room
11511,175,1,1,strict,2,Apartment,90068,5,8,Los Angeles,Entire home
11540,78,1,1,strict,2,Apartment,90036,4.5,8,Los Angeles,Entire home
12174,650,2,2,strict,4,House,78704,5,3,Austin,Entire home
12356,200,1,1,strict,0,Apartment,02108,5,4,Boston,Entire home
12441,399,3,3,super_strict_30,1,Apartment,02116,4,24,Boston,Entire home
13035,500,2,2,strict,2,House,78702,5,9,Austin,Entire home
13059,375,2,3,strict,2,Boat,02110,4.5,12,Boston,Entire home
13060,225,1,1,strict,2,Boat,02110,4.5,33,Boston,Entire home
13088,495,1.5,3,strict,5,House,90066,4.5,25,Los Angeles,Entire home
13343,85,1,0,strict,2,House,90066,4.5,7,Los Angeles,Entire home
13487,175,1.5,2,strict,4,Apartment,90068,5,23,Los Angeles,Entire home
13589,389,2,3,super_strict_30,1,Apartment,02116,4.5,43,Boston,Entire home
13592,359,1.5,2,super_strict_30,1,Apartment,02116,3.5,11,Boston,Entire home
14098,295,,1,strict,2,Apartment,90068,5,9,Los Angeles,Entire home
14107,235,0,3,strict,6,House,90291,4.5,25,Los Angeles,Entire home
14273,95,1,1,strict,1,Apartment,90039,5,33,Los Angeles,Entire home
14577,195,1,1,strict,2,House,78704,4.5,17,Austin,Entire home
14737,65,1,1,moderate,1,Apartment,90019,5,12,Los Angeles,Shared room
14765,180,2,2,strict,4,House,78704,4.5,13,Austin,Entire home
14913,300,2,3,flexible,1,House,78748,5,5,Austin,Entire home
14945,180,2,1,strict,1,Apartment,90069,4.5,11,Los Angeles,Entire home
15089,69,1.5,1,strict,1,House,90291,5,40,Los Angeles,Private room
15154,100,1,,strict,2,Apartment,90019,5,278,Los Angeles,Entire home
16545,140,2.5,2,strict,4,Apartment,33186,4.5,9,Miami,Entire home
16775,99,1,,strict,1,House,90029,5,80,Los Angeles,Entire home
17101,400,0,3,moderate,2,House,02119,4.5,20,Boston,Entire home
18263,80,1,1,moderate,2,Apartment,90066,4.5,52,Los Angeles,Entire home
18433,55,2,1,strict,1,House,90066,4.5,5,Los Angeles,Private room
18711,126,1,3,strict,3,Apartment,02125,4.5,17,Boston,Entire home
18889,120,1,,strict,2,Apartment,90046,5,3,Los Angeles,Entire home
18891,250,2,2,strict,4,Apartment,90046,5,9,Los Angeles,Entire home
19887,75,1,1,moderate,1,House,90026,5,172,Los Angeles,Private room
19999,70,1,1,moderate,1,Bed & Breakfast,02128,4.5,164,Boston,Private room
20000,70,1,1,moderate,1,House,02128,4.5,229,Boston,Private room
20188,300,2,3,moderate,1,Villa,33136,5,5,Miami,Entire home
20585,114,1,1,moderate,2,Apartment,90291,5,289,Los Angeles,Entire home
20786,285,0,1,strict,2,Apartment,90068,5,10,Los Angeles,Entire home
20809,125,1,1,strict,1,House,90026,5,56,Los Angeles,Entire home
20965,74,0.5,1,strict,1,House,90028,5,3,Los Angeles,Shared room
21042,141,1,1,flexible,1,Apartment,90036,4,7,Los Angeles,Entire home
21120,54,1,1,moderate,1,House,78744,5,51,Austin,Private room
21126,199,1,2,strict,1,House,78704,5,16,Austin,Entire home
21337,329,1,2,super_strict_30,4,Apartment,02116,4.5,11,Boston,Entire home
21574,109,1,1,strict,4,Apartment,78703,5,11,Austin,Entire home
21891,349,2,2,super_strict_30,1,Apartment,02111,4.5,21,Boston,Entire home
22086,280,1.5,3,strict,4,House,78702,5,30,Austin,Entire home
22166,155,2.5,2,strict,2,House,78759,5,9,Austin,Entire home
22195,240,1,0,moderate,1,Apartment,02116,3.5,9,Boston,Entire home
22208,225,1,,super_strict_30,2,Apartment,02118,4.5,4,Boston,Entire home
22212,285,1,2,super_strict_30,1,Apartment,02115,4,22,Boston,Entire home
22354,110,,1,moderate,1,Bed & Breakfast,02116,4.5,198,Boston,Private room
22355,245,1,1,strict,2,Apartment,90068,5,15,Los Angeles,Entire home
22424,100,1.5,1,strict,2,Apartment,33130,5,14,Miami,Private room
22771,950,2,2,strict,3,Loft,78702,5,4,Austin,Entire home
22828,43,1,1,moderate,0,Apartment,78741,5,26,Austin,Entire home
22869,210,1,0,moderate,1,Apartment,02116,4.5,6,Boston,Entire home
22982,160,1,2,moderate,2,Apartment,78703,5,55,Austin,Entire home
23212,99,1,1,strict,3,Apartment,90028,4.5,33,Los Angeles,Entire home
23335,110,1,1,strict,2,Apartment,90046,4.5,116,Los Angeles,Entire home
23363,105,1,0,strict,2,Apartment,90039,5,58,Los Angeles,Entire home
23370,289,1,1,super_strict_30,3,Apartment,02116,4,5,Boston,Entire home
23560,105,1,1,strict,1,Apartment,90048,4.5,43,Los Angeles,Entire home
23619,165,1,,strict,2,Apartment,02108,4.5,104,Boston,Entire home
23710,70,1,0,moderate,1,Loft,90042,5,39,Los Angeles,Entire home
23856,165,1.5,2,strict,4,House,91401,5,7,Los Angeles,Entire home
23925,359,1,1,strict,2,House,90291,5,6,Los Angeles,Entire home
23965,135,1,2,strict,2,Apartment,90012,4.5,72,Los Angeles,Entire home
24028,259,,1,strict,1,House,90291,5,6,Los Angeles,Entire home
24232,128,1,1,strict,2,Apartment,02111,5,95,Boston,Entire home
24240,250,2,2,strict,2,Boat,02109,5,33,Boston,Entire home
24349,196,1,2,strict,2,House,90065,5,16,Los Angeles,Entire home
24769,99,1,2,strict,4,House,90065,5,18,Los Angeles,Entire home
24843,70,1,1,strict,1,Apartment,90012,4.5,149,Los Angeles,Private room
25028,300,1,2,flexible,1,House,78757,5,25,Austin,Entire home
25142,329,,2,super_strict_30,1,Apartment,02215,4.5,9,Boston,Entire home
25363,150,1,1,strict,2,Apartment,78705,5,5,Austin,Entire home
25418,229,1,1,super_strict_30,1,Apartment,02114,5,4,Boston,Entire home
25670,110,1,1,strict,1,Apartment,90025,4,10,Los Angeles,Entire home
25672,130,1,1,moderate,2,Apartment,90004,4.5,116,Los Angeles,Entire home
26160,84,1,1,moderate,1,Apartment,02130,5,103,Boston,Private room
26436,300,2,2,strict,6,Apartment,33132,5,8,Miami,Entire home
27141,279,1,1,super_strict_30,1,Apartment,02118,4,4,Boston,Entire home
27611,185,1,1,strict,2,Apartment,02130,4.5,8,Boston,Entire home
27632,125,1,1,strict,2,Condominium,78703,5,77,Austin,Entire home
28150,251,1,1,super_strict_30,1,Apartment,02116,4,19,Boston,Entire home
28529,385,1,2,strict,3,Apartment,90068,5,14,Los Angeles,Entire home
28547,200,1,2,strict,2,House,90272,5,96,Los Angeles,Entire home
29093,89,1,2,strict,1,House,90027,5,21,Los Angeles,Entire home
29155,451,1.5,3,super_strict_30,1,Apartment,02116,4.5,27,Boston,Entire home
29645,150,1,1,strict,1,House,90016,5,6,Los Angeles,Entire home
29765,295,1,1,strict,2,House,02129,5,89,Boston,Entire home
29798,165,1,1,strict,1,Apartment,91601,5,14,Los Angeles,Entire home
31237,90,1.5,1,moderate,2,Bed & Breakfast,90027,5,152,Los Angeles,Private room
31280,75,1,1,moderate,2,House,90036,5,106,Los Angeles,Private room
31525,60,1,1,strict,1,House,90028,5,20,Los Angeles,Private room
31939,79,1.5,1,moderate,2,House,90012,4.5,208,Los Angeles,Private room
32029,265,2,2,strict,4,House,90066,5,36,Los Angeles,Entire home
32074,85,1,1,strict,1,Apartment,90046,4.5,52,Los Angeles,Entire home
32396,55,2,3,strict,4,House,78749,5,9,Austin,Entire home
32850,49,1,0,strict,2,Apartment,91356,4.5,8,Los Angeles,Entire home
32963,250,1,2,strict,1,House,90066,5,4,Los Angeles,Entire home
33171,60,1,1,moderate,1,Apartment,90046,4.5,114,Los Angeles,Private room
33399,60,2,1,moderate,1,House,90066,4.5,67,Los Angeles,Private room
33419,149,1.5,2,strict,2,House,78704,5,16,Austin,Entire home
33449,58,1,0,moderate,1,Other,90041,5,138,Los Angeles,Entire home
35933,59,1,1,strict,1,Apartment,90006,5,117,Los Angeles,Private room
36067,59,1,1,strict,1,Apartment,90006,4.5,3,Los Angeles,Private room
36768,105,1,1,moderate,1,Apartment,90004,4.5,7,Los Angeles,Entire home
36885,155,1,1,strict,2,Apartment,02215,5,114,Boston,Entire home
37171,110,1,1,flexible,3,House,90018,5,34,Los Angeles,Entire home
37324,50,1,1,flexible,1,House,78727,5,3,Austin,Private room
37411,65,1,1,moderate,1,Apartment,90046,5,16,Los Angeles,Private room
37466,75,1,1,strict,1,House,90036,5,27,Los Angeles,Private room
37651,105,2,1,strict,2,Apartment,90028,4.5,11,Los Angeles,Entire home
37864,167,1,0,strict,1,Apartment,02116,5,95,Boston,Entire home
38465,199,1,1,flexible,1,Apartment,90027,4.5,56,Los Angeles,Entire home
38579,299,2,2,super_strict_30,1,Apartment,02114,4.5,4,Boston,Entire home
39116,99,1,1,strict,1,Apartment,02215,5,32,Boston,Private room
39152,160,1,2,strict,2,Apartment,78704,4.5,172,Austin,Entire home
39993,59,1,1,moderate,2,House,78703,5,10,Austin,Entire home
40285,325,2,2,flexible,1,House,78731,5,25,Austin,Entire home
40601,95,1,1,moderate,1,House,02130,5,46,Boston,Private room
40649,49,1.5,1,strict,1,Apartment,90034,3.5,9,Los Angeles,Private room
40667,55,1.5,1,strict,1,Apartment,90034,4,10,Los Angeles,Private room
40692,240,2,3,moderate,6,Apartment,90027,4.5,46,Los Angeles,Entire home
41072,55,1,1,strict,1,Apartment,90012,4.5,27,Los Angeles,Private room
42165,79,,1,moderate,2,House,90012,4.5,172,Los Angeles,Private room
43318,43,,1,strict,1,Dorm,90012,4.5,51,Los Angeles,Private room
43488,55,1.5,1,strict,1,House,78745,5,5,Austin,Private room
43776,70,,1,moderate,1,House,90039-2715,5,12,Los Angeles,Private room
43960,185,1,1,strict,2,Apartment,90014,5,13,Los Angeles,Entire home
44006,32,1,1,moderate,1,House,90004,4.5,17,Los Angeles,Private room
44062,120,1,1,strict,2,House,90038,4.5,44,Los Angeles,Entire home
44066,95,0,1,moderate,1,Apartment,90048,5,7,Los Angeles,Private room
44205,235,1,1,strict,2,House,02129,5,74,Boston,Entire home
44335,550,5,5,moderate,1,House,33138,5,60,Miami,Entire home
44520,49,1,1,moderate,1,Apartment,90026,4.5,13,Los Angeles,Shared room
44815,75,1,1,moderate,1,House,90066,5,17,Los Angeles,Private room
45392,59,1,1,moderate,1,House,90065,5,13,Los Angeles,Private room
45417,140,1,1,strict,2,Bungalow,90026,5,61,Los Angeles,Entire home
45605,65,1,1,flexible,1,Apartment,90035,4.5,4,Los Angeles,Private room
46220,60,1,1,moderate,1,House,78704,5,48,Austin,Private room
46446,72,1,1,strict,1,House,90004,5,69,Los Angeles,Entire home
46853,140,1,1,moderate,2,House,90029,5,153,Los Angeles,Entire home
46900,124,1,1,strict,2,House,90027,5,54,Los Angeles,Entire home
46929,99,1,1,moderate,2,House,78703,5,188,Austin,Entire home
47012,130,1,1,flexible,2,House,90272,5,43,Los Angeles,Entire home
47202,119,1,1,strict,1,Apartment,90029,5,34,Los Angeles,Entire home
47478,65,1,1,strict,1,Apartment,90027,5,34,Los Angeles,Private room
47559,600,2,3,strict,6,House,78704,5,38,Austin,Entire home
47794,100,1,1,flexible,1,House,90066,5,3,Los Angeles,Private room
47813,200,1,0,strict,1,Apartment,33139,5,12,Miami,Entire home
48612,375,1,2,strict,4,Apartment,02116,4.5,24,Boston,Entire home
48847,75,2,1,moderate,2,House,78704,5,114,Austin,Private room
48885,80,1,1,strict,1,Apartment,90048,5,5,Los Angeles,Private room
48892,140,1,1,strict,1,Apartment,90046,5,9,Los Angeles,Entire home
49984,625,3,4,strict,1,House,90291,4.5,20,Los Angeles,Entire home
50005,130,1,1,strict,1,House,90046,4.5,21,Los Angeles,Entire home
50032,675,2,4,strict,1,Apartment,02130,5,14,Boston,Entire home
50310,40,1,1,moderate,2,House,78744,5,151,Austin,Private room
50318,130,1,2,strict,1,Apartment,78705,5,24,Austin,Entire home
50334,300,1,1,strict,2,Apartment,78703,5,3,Austin,Private room
50358,50,1,1,strict,2,House,90006,5,54,Los Angeles,Private room
51307,70,1,1,flexible,1,House,90039,4.5,73,Los Angeles,Entire home
51498,110,1,1,strict,1,House,90066,5,144,Los Angeles,Entire home
51546,130,1,1,moderate,4,Apartment,90068,5,95,Los Angeles,Entire home
51749,195,1,2,strict,1,Apartment,90027,5,5,Los Angeles,Entire home
52423,309,2,2,super_strict_30,1,Apartment,02215,4.5,4,Boston,Entire home
52740,60,2,1,moderate,1,Bed & Breakfast,90066,4.5,63,Los Angeles,Private room
52874,125,1,1,strict,1,Apartment,78704,4.5,15,Austin,Entire home
53053,70,1,1,moderate,1,Apartment,90025,4.5,71,Los Angeles,Private room
53283,325,2,3,strict,1,House,91411,3,3,Los Angeles,Entire home
53482,375,2,2,strict,2,House,78704,5,6,Austin,Entire home
53786,120,3,1,flexible,1,House,90291,4.5,14,Los Angeles,Private room
53793,105,3,1,flexible,1,House,90291,5,8,Los Angeles,Private room
53796,95,3,1,flexible,1,House,90291,4.5,9,Los Angeles,Private room
53801,85,3,1,flexible,1,House,90291,5,18,Los Angeles,Private room
54215,359,2,2,super_strict_30,1,Apartment,02215,4,5,Boston,Entire home
54628,45,1,1,flexible,2,House,78745,5,7,Austin,Private room
54944,185,1,1,super_strict_30,1,Apartment,02108,4,7,Boston,Entire home
55427,125,1,1,strict,2,Apartment,90291,4.5,26,Los Angeles,Entire home
55590,90,1,1,flexible,1,House,90026,5,115,Los Angeles,Private room
55950,100,1.5,1,strict,3,Apartment,33138,5,5,Miami,Entire home
56053,45,,1,moderate,1,Apartment,90028,4.5,3,Los Angeles,Private room
56550,300,1,1,moderate,2,House,90066,5,33,Los Angeles,Entire home
56690,200,1,,strict,2,Apartment,78704,5,91,Austin,Entire home
56927,289,1,1,super_strict_30,1,Apartment,02116,5,5,Boston,Entire home
56937,299,1.5,2,super_strict_30,1,Apartment,02116,4.5,10,Boston,Entire home
57075,49,1,1,strict,1,House,78702,4.5,14,Austin,Private room
57156,95,1,1,moderate,1,House,02125,4.5,11,Boston,Entire home
57187,99,1,1,strict,2,House,78704,5,329,Austin,Entire home
57399,100,1,1,strict,4,House,78751,5,3,Austin,Entire home
57661,125,1,1,strict,1,Apartment,78741,5,12,Austin,Private room
57800,65,1,1,moderate,1,House,02128,4.5,157,Boston,Private room
57938,377,2,3,flexible,1,Apartment,33129,4.5,13,Miami,Entire home
58076,160,1,1,moderate,1,Apartment,90046,5,31,Los Angeles,Entire home
58266,279,2,2,moderate,1,Apartment,33129,4,29,Miami,Entire home
58365,75,1,1,strict,1,House,33150,4.5,41,Miami,Private room
58732,99,1,1,strict,2,House,90291,4,99,Los Angeles,Entire home
59088,99,1,1,moderate,2,Apartment,90019,5,40,Los Angeles,Entire home
59120,175,1,,strict,2,Apartment,90291,4.5,3,Los Angeles,Entire home
60029,90,1,1,strict,1,Apartment,02119,5,107,Boston,Private room
60356,175,1,1,strict,1,Condominium,02108,4.5,5,Boston,Entire home
60855,149,1.5,2,strict,6,House,90028,4,38,Los Angeles,Entire home
60940,100,1,2,strict,3,House,90006,4.5,4,Los Angeles,Entire home
60966,85,1,1,strict,4,Apartment,90029,4,24,Los Angeles,Entire home
61165,350,2,3,strict,5,House,90291,5,20,Los Angeles,Entire home
61578,672,2.5,2,strict,4,Apartment,90291,5,10,Los Angeles,Entire home
61582,66,1,,strict,1,House,90065,5,4,Los Angeles,Entire home
62324,105,1,1,strict,2,Apartment,90038,4.5,38,Los Angeles,Entire home
62798,245,2,3,strict,1,House,90026,4.5,11,Los Angeles,Entire home
63721,335,2,3,strict,4,Apartment,90291,4.5,5,Los Angeles,Entire home
64176,250,2,3,strict,6,House,90066,4.5,11,Los Angeles,Entire home
64180,245,2,2,strict,5,House,90291,4,6,Los Angeles,Entire home
64574,250,2,2,strict,1,House,90068,5,3,Los Angeles,Entire home
65088,85,1,1,strict,4,Apartment,90027,4.5,21,Los Angeles,Entire home
65329,210,1,1,strict,2,Bed & Breakfast,02113,4.5,7,Boston,Private room
65353,230,1,1,strict,2,Bed & Breakfast,02113,4.5,4,Boston,Private room
65363,210,1,1,strict,2,Bed & Breakfast,02113,4.5,4,Boston,Private room
65563,109,,1,strict,1,House,90046,5,36,Los Angeles,Entire home
65763,99,1,1,strict,2,Apartment,90028,5,8,Los Angeles,Entire home
66288,75,1,0,moderate,1,Apartment,02120,4,376,Boston,Entire home
66456,179,1,1,moderate,2,House,90029,5,46,Los Angeles,Entire home
66676,98,1,1,strict,2,House,78704,5,44,Austin,Private room
66730,38,1,1,strict,1,House,33133,5,30,Miami,Private room
66748,75,1,1,strict,2,Apartment,90029,4.5,24,Los Angeles,Entire home
66796,457,1,1,strict,1,Villa,90027,5,16,Los Angeles,Entire home
67774,110,1,1,strict,0,Apartment,02108,4.5,10,Boston,Entire home
67797,786,3,3,strict,8,House,90046,5,14,Los Angeles,Entire home
68130,89,1,1,moderate,2,Apartment,78751,5,191,Austin,Entire home
68650,144,1,1,strict,2,Apartment,90028,4,5,Los Angeles,Entire home
68816,199,2.5,4,strict,6,House,78744,4.5,11,Austin,Entire home
68902,359,1.5,1,super_strict_30,1,Apartment,02116,4.5,4,Boston,Private room
69303,137,1.5,1,strict,2,Apartment,78704,5,12,Austin,Entire home
69352,89,1,1,strict,1,House,78704,5,292,Austin,Entire home
69369,89,1,1,strict,1,Apartment,02119,5,76,Boston,Private room
69378,68,,1,moderate,2,Cabin,90027,4.5,50,Los Angeles,Private room
69522,800,2,2,strict,3,Other,78701,5,6,Austin,Entire home
69810,110,1,1,moderate,2,House,78704,5,222,Austin,Entire home
69838,100,1,1,flexible,1,House,90016,5,330,Los Angeles,Private room
70229,100,2,1,moderate,1,Apartment,78704,4.5,9,Austin,Entire home
70258,150,1,1,flexible,1,Guesthouse,78704,5,10,Austin,Entire home
70342,49,1,1,strict,2,House,78702,4,45,Austin,Private room
70420,85,1,1,strict,2,House,91364,4.5,45,Los Angeles,Entire home
70481,225,1,1,strict,1,Apartment,02108,4.5,4,Boston,Entire home
70546,485,2,4,strict,6,Villa,33137,4.5,39,Miami,Entire home
70639,65,1,1,moderate,2,House,90012,5,64,Los Angeles,Entire home
70659,100,1,0,strict,1,House,78722,5,153,Austin,Entire home
70703,400,1,2,moderate,4,House,78703,5,8,Austin,Entire home
70812,200,1,1,strict,2,Apartment,78704,5,74,Austin,Entire home
70825,475,1,2,strict,4,House,78704,5,4,Austin,Entire home
71504,65,1,1,moderate,1,House,90035,5,125,Los Angeles,Private room
71514,65,1,1,moderate,1,House,90035,5,112,Los Angeles,Private room
72160,65,0,1,strict,1,Apartment,90027,4.5,15,Los Angeles,Private room
72186,50,1,1,strict,2,House,90006,4.5,13,Los Angeles,Private room
72318,100,1,1,strict,2,House,78704,5,28,Austin,Private room
72335,65,1,1,flexible,1,House,90291,4.5,76,Los Angeles,Private room
72465,75,1,0,strict,1,House,90019,4.5,51,Los Angeles,Entire home
72512,76,1,1,strict,2,Apartment,78701,4.5,28,Austin,Entire home
72633,470,2,2,strict,4,House,78704,5,25,Austin,Entire home
72661,35,1.5,1,flexible,1,House,33150,4,53,Miami,Private room
72702,130,1,1,strict,1,Apartment,90291,4.5,165,Los Angeles,Entire home
72706,145,1,2,strict,4,House,78704,4.5,141,Austin,Entire home
72811,62,0,1,strict,1,Apartment,02134,4.5,115,Boston,Private room
72833,94,1,1,moderate,2,Other,78731,5,185,Austin,Entire home
73005,200,2.5,3,moderate,4,House,78727,5,13,Austin,Entire home
73289,113,2,2,moderate,3,Apartment,78705,5,32,Austin,Entire home
73340,95,1,1,strict,2,Apartment,33139,4.5,69,Miami,Entire home
73374,125,1,2,strict,3,House,90291,4.5,6,Los Angeles,Entire home
73543,300,1,1,strict,4,House,78702,5,6,Austin,Private room
73695,225,2,2,strict,5,Apartment,33141,4.5,11,Miami,Entire home
73812,110,1,1,strict,2,Apartment,90046,4.5,97,Los Angeles,Entire home
73850,375,2,3,strict,5,House,78704,5,13,Austin,Entire home
73898,67,2,1,flexible,1,House,78749,4.5,20,Austin,Private room
73903,60,,1,moderate,1,House,78741,5,14,Austin,Private room
74243,185,2,3,strict,8,House,90028,4,17,Los Angeles,Entire home
74244,199,2,3,strict,8,House,90028,4,10,Los Angeles,Entire home
74284,75,1,1,strict,1,House,78704,5,27,Austin,Private room
74318,75,1,1,strict,2,House,78704,5,153,Austin,Entire home
74394,150,1,2,strict,1,House,78703,5,8,Austin,Entire home
74637,150,1,1,strict,2,Loft,78702,4.5,7,Austin,Entire home
74716,75,1,1,moderate,2,House,78702,5,14,Austin,Private room
74880,60,1.5,1,strict,1,House,78751,4.5,10,Austin,Private room
74946,60,1.5,1,strict,1,House,78751,4.5,12,Austin,Private room
74949,139,1,1,moderate,1,Apartment,90020,5,55,Los Angeles,Entire home
75006,250,,1,moderate,1,Apartment,78704,4.5,3,Austin,Entire home
75174,125,1,1,moderate,2,Apartment,78741,5,125,Austin,Entire home
75512,75,,1,strict,1,House,90036,5,14,Los Angeles,Private room
75636,62,1,1,strict,1,House,33138,5,44,Miami,Private room
75745,200,1,2,strict,1,Apartment,78701,5,102,Austin,Entire home
75957,115,1,1,strict,2,House,78703,5,158,Austin,Entire home
76059,75,1,1,strict,4,Apartment,90029,4,10,Los Angeles,Entire home
76073,400,1.5,5,strict,8,House,02135,4.5,48,Boston,Entire home
76184,191,1,1,strict,2,Apartment,78703,5,11,Austin,Entire home
76309,68,1,1,moderate,1,House,78745,4.5,8,Austin,Private room
76328,85,1,1,strict,1,House,78745,5,11,Austin,Private room
76391,850,3,4,strict,6,House,78751,5,4,Austin,Entire home
76455,249,1,1,moderate,1,House,78745,4.5,4,Austin,Private room
76497,155,1,2,strict,2,House,78703,5,82,Austin,Entire home
76501,110,1,1,moderate,2,House,78722,5,77,Austin,Entire home
76561,102,1,0,strict,2,House,90056,5,287,Los Angeles,Entire home
76571,139,1,1,moderate,2,Apartment,78704,5,4,Austin,Entire home
76802,170,1,2,strict,3,Apartment,90046,4.5,8,Los Angeles,Entire home
76828,69,1,1,strict,2,Apartment,78705,5,11,Austin,Entire home
76877,650,2.5,3,strict,6,House,90046,5,15,Los Angeles,Entire home
76911,750,3,4,strict,10,House,78702,5,10,Austin,Entire home
76925,500,2,3,strict,6,House,78702,5,11,Austin,Entire home
76974,120,1,1,strict,1,Apartment,78703,4.5,29,Austin,Entire home
76996,75,1,1,strict,1,Apartment,78704,5,19,Austin,Entire home
77012,145,1,1,strict,1,House,78704,5,6,Austin,Private room
77013,145,1,1,strict,1,House,78704,5,6,Austin,Private room
77025,125,1,0,strict,3,Apartment,90291,4.5,131,Los Angeles,Entire home
77039,160,1,1,strict,2,House,78744,5,6,Austin,Entire home
77136,77,1,1,strict,1,Apartment,90048,5,30,Los Angeles,Private room
77162,350,1,1,moderate,1,House,78701,4,6,Austin,Entire home
77176,700,1,2,strict,1,House,78705,5,3,Austin,Entire home
77493,280,1,1,strict,1,House,78722,5,4,Austin,Entire home
77635,159,1,3,strict,2,House,78704,4,7,Austin,Entire home
77639,159,1,3,strict,2,House,78704,4.5,5,Austin,Entire home
77681,160,1,1,strict,1,Bed & Breakfast,02129,4,19,Boston,Private room
77691,75,1.5,1,strict,1,House,02122,4.5,179,Boston,Private room
77750,221,1,1,strict,2,House,90291,4.5,4,Los Angeles,Entire home
77881,225,2,3,strict,6,House,78702,5,16,Austin,Entire home
77906,350,1,2,strict,4,House,78704,5,5,Austin,Entire home
78004,110,1,1,flexible,1,Apartment,78704,4.5,11,Austin,Private room
78035,750,3,4,strict,1,House,78704,5,11,Austin,Entire home
78097,45,1,1,flexible,1,House,78745,5,32,Austin,Private room
78269,79,1,1,strict,1,Apartment,78704,4.5,14,Austin,Private room
78278,1200,1,1,strict,1,Apartment,78751,4.5,6,Austin,Entire home
78352,159,1,1,strict,1,Apartment,78702,5,4,Austin,Entire home
78452,149,1,2,strict,2,Apartment,90026,4.5,8,Los Angeles,Entire home
78486,75,1.5,1,moderate,1,Other,78704,5,6,Austin,Entire home
